DATE,IH.CFE,IF.CFE,IC.CFE,TF.CFE,T.CFE,AU.SHF,AG.SHF,CU.SHF,AL.SHF,ZN.SHF,NI.SHF,SN.SHF,PB.SHF,RB.SHF,HC.SHF,I.DCE,JM.DCE,J.DCE,ZC.CZC,RU.SHF,BU.SHF,TA.CZC,MA.CZC,PP.DCE,L.DCE,V.DCE,FG.CZC,SR.CZC,CF.CZC,OI.CZC,RM.CZC,A.DCE,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,JD.DCE,num
2007/9/24,,,,,,,,0.004455012,-0.000516129,0.000187143,,,,,,,,,,0.019816317,,-0.005621425,,,-0.003982482,,,-0.001544004,0.019723187,-0.004458133,,-0.001962709,-0.011736852,-0.003368627,,-0.015853991,,,11
2007/9/25,,,,,,,,0.007822341,-0.000516396,0.004480963,,,,,,,,,,0.007047886,,-0.018303751,,,-0.002397125,,,-0.005163967,-0.008643671,0.001063264,,0.006608762,0.002867614,0.003128387,,0.001228501,,,11
2007/9/26,,,,,,,,-0.009008405,-0.000516662,-0.003021721,,,,,,,,,,-0.012768071,,-0.015597801,,,-0.00080032,,,0.006965074,0.002001335,-0.002553736,,0.013328684,0.017973052,0,,0.014625489,,,11
2007/9/27,,,,,,,,0.00148236,0.001033058,0.01165865,,,,,,,,,,-0.011539477,,0.00354341,,,-0.000800961,,,-0.004896286,-0.00971044,-0.001065985,,0.01647405,0.009331327,-0.001202068,,0.00120919,,,11
2007/9/28,,,,,,,,0.008113934,0.008738169,0.014108272,,,,,,,,,,0.008551999,,-0.000505433,,,0.003200003,,,0.011557853,0.003694379,0.003619721,,-0.011191925,-0.001859313,0.015041468,,0.006624535,,,11
2007/10/8,,,,,,,,-0.006337997,-0.01287682,-0.031077005,,,,,,,,,,0.028809977,,-0.017853063,,,0.0023933,,,0.001275999,0.013981586,-0.006610537,,-0.027924602,-0.041804694,-0.012878785,,-0.003607941,,,11
2007/10/9,,,,,,,,-0.021673369,-0.002075766,-0.014363936,,,,,,,,,,-0.008533625,,0.003339759,,,-0.002792741,,,0.029650413,0.00658981,0.00512165,,0.011750441,0.004195585,0.007890059,,0.001805598,,,11
2007/10/10,,,,,,,,0.009175066,0.002075766,0.00749499,,,,,,,,,,0.014775286,,-0.017855307,,,0.003191068,,,0.010589928,0.005567396,0.005095552,,0.021666712,0.025752496,0.009952689,,-0.00120337,,,11
2007/10/11,,,,,,,,0.001944507,-0.002075766,0.006108055,,,,,,,,,,-0.002002003,,-0.001306336,,,0.002386636,,,0.006349228,0.001957586,0.005280401,,-0.005253116,-0.007877778,0.00868652,,-0.009679446,,,11
2007/10/12,,,,,,,,-0.000448397,-0.001559657,0.002280936,,,,,,,,,,-0.010520522,,0.023512257,,,0.003173347,,,-0.004391322,0.006173862,0.000210637,,0.004061647,0.007563856,0.008843437,,-0.000608088,,,11
2007/10/15,,,,,,,,0.013365212,-0.000520427,0.019366968,,,,,,,,,,0.008737593,,-0.003837794,,,0.003558019,,,0.011184167,0.008065861,-0.002108371,,0.012086887,0.016812351,0.000463285,,0.009082715,,,11
2007/10/16,,,,,,,,-0.002510894,-0.004173193,-0.001490869,,,,,,,,,,0.006004688,,0.005368797,,,0.003938564,,,0.01678294,-0.005154651,0.001687052,,0.00141243,0.002158829,0.008532278,,0.000602591,,,11
2007/10/17,,,,,,,,-0.013099324,-0.002617117,-0.019015917,,,,,,,,,,-0.009132484,,-0.004600059,,,-0.003544008,,,-0.007397719,-0.00291121,-0.003376956,,-0.017321586,-0.013335598,-0.009227286,,-0.009077218,,,11
2007/10/18,,,,,,,,-0.002700677,-0.001048768,-0.003999624,,,,,,,,,,-0.002015904,,-0.028580797,,,-0.001184133,,,-0.003358928,0.000323887,0.001056524,,0.017556797,0.014874771,-0.000463607,,0.003640781,,,11
2007/10/19,,,,,,,,-0.003009331,-0.001049869,0.004189684,,,,,,,,,,-0.007878488,,0.001843318,,,0.001578532,,,0.000960846,0.003878479,0.00274175,,0.005394642,0.009794997,0.013358098,,0.003627574,,,11
2007/10/22,,,,,,,,-0.019630852,-0.01055976,-0.029311778,,,,,,,,,,-0.035890671,,-0.014041826,,,0.004328159,,,-0.022827606,0.002577321,-0.002108371,,-0.011055034,-0.022175223,-0.013589982,,-0.009093727,,,11
2007/10/23,,,,,,,,0.006288847,-0.006924129,0.005269847,,,,,,,,,,0.007467946,,-0.013159852,,,0.005091062,,,-0.002459421,-0.01719984,0.002740016,,0.021063264,0.020345955,0.012903405,,0.00364742,,,11
2007/10/24,,,,,,,,-0.009216655,-0.014535922,-0.009387904,,,,,,,,,,-0.002327748,,0.001080789,,,0,,,0.000492368,-0.002950338,0.008175289,,-0.003479878,-0.002750193,-0.005049357,,-0.001214329,,,11
2007/10/25,,,,,,,,0.003235501,-0.027489361,-0.002167702,,,,,,,,,,0.004186053,,-0.004872776,,,0.001561281,,,-0.021142437,-0.013218963,0.012035837,,-0.000232423,-0.007371041,-0.001842469,,-0.002433091,,,11
2007/10/26,,,,,,,,0.009796497,0.017505918,0.0119621,,,,,,,,,,0.035563356,,0.004602689,,,0.006995753,,,0.00851069,0.011904903,0.008830533,,0.019109595,0.014991867,0.018273693,,0.004254033,,,11
2007/10/29,,,,,,,,0.012112184,-0.001085187,0.010085423,,,,,,,,,,0.022806258,,0.012082306,,,0.013846375,,,0.025105921,0.008836582,0.00996855,,0.0122395,0.015966599,0.012148631,0,0.040409538,,,11
2007/10/30,,,,,,,,-0.018990316,-0.00817666,-0.021653045,,,,,,,,,,-0.009016004,,-0.01343384,,,-0.005746041,,,-0.013952007,-0.010810916,0.001618123,,-0.00723494,-0.002693403,-0.005156384,0.017416303,-0.005841138,,,11
2007/10/31,,,,,,,,0,0.002732989,-0.004149794,,,,,,,,,,-0.002211412,,-0.000811798,,,0.00612794,,,-0.021425832,0.004928546,-0.003644466,,-0.009575997,-0.00601144,-0.006087269,-0.006554331,-0.000585995,,,11
2007/11/1,,,,,,,,-0.012190568,0.008154435,-0.026486299,,,,,,,,,,0.013195705,,-0.002710763,,,0.004951448,,,-0.001007811,-0.003940892,0.002228752,,0.0102565,0.005112024,0.009005014,0.009582871,0.006427133,,,11
2007/11/2,,,,,,,,-0.010770416,-0.002710763,-0.034967874,,,,,,,,,,-0.013638575,,0.00237938,,,0.015457424,,,-0.024238972,-0.003956484,-0.000404858,,-0.002270149,-0.014806132,-0.005618624,-0.00676861,0.011005034,,,11
2007/11/5,,,,,,,,-0.016137037,0.015086493,-0.024297871,,,,,,,,,,-0.006666691,,0.007104358,,,0.00596794,,,0.003609182,-0.001984128,0.008267009,,0.003856192,-0.002438282,0.006514681,0.007001195,0.011454879,,,11
2007/11/6,,,,,,,,0.012048339,0.00480129,0.005164634,,,,,,,,,,0.012188517,,0.014317569,,,0.013665956,,,-0.005418669,0.001984128,0.006006024,,0.016391969,0.022330439,0.015993233,0.00764512,0.002843334,,,11
2007/11/7,,,,,,,,0.00031511,-0.003732342,0.004069835,,,,,,,,,,0.006367351,,0.001033325,,,0.022130415,,,0.009271248,0.016708005,0.009535233,,0.003113189,0.000894855,0.015307537,0.017160929,0.002835273,,,11
2007/11/8,,,,,,,,-0.02536628,-0.008583744,-0.039682556,,,,,,,,,,-0.006367351,,0.011551919,,,-0.015184674,,,-0.001539251,-0.008155322,0.024605811,,0.001109509,0.001191895,0.008212711,0.004978512,0.001697313,,,11
2007/11/9,,,,,,,,0.004835599,0.006444705,0.010619569,,,,,,,,,,-0.003088465,,-0.008973269,,,-0.006945742,,,0.007417862,-0.0045962,0.010553681,,-0.003554769,0.009189334,0.012619139,0.005627477,0.005636994,,,11
2007/11/12,,,,,,,,-0.041700067,-0.009682701,-0.041106293,,,,,,,,,,-0.041503476,,0.007951818,,,-0.01106614,,,-0.014891161,-0.003626178,-0.004783325,,0.002667261,0.005590716,-0.00212766,-0.008339956,-0.005071862,,,11
2007/11/13,,,,,,,,-0.006390873,-0.012510362,-0.028373996,,,,,,,,,,-0.009952634,,-0.002814381,,,0.001852882,,,-0.011184926,-0.016986254,0.026123007,,0.002217296,0.016009656,0.02149261,0.012595758,0.005071862,,,11
2007/11/14,,,,,,,,0.008400587,0.003824096,0.001649971,,,,,,,,,,0.005335821,,-0.006941794,,,-0.008551828,,,0.006258169,0.0023486,-0.004119085,,0.00816151,0.006332779,0.001458182,-0.005378767,0.001123596,,,11
2007/11/15,,,,,,,,0.003840699,-0.004919387,-0.024074575,,,,,,,,,,-0.032928657,,-0.023493641,,,-0.000747105,,,-0.007043201,-0.005376357,-0.009235764,,-0.001100716,0.00657803,0.001456058,0,-0.008457902,,,11
2007/11/16,,,,,,,,-0.030459207,-0.013793322,-0.025658097,,,,,,,,,,0,,-0.01920059,,,-0.001121705,,,-0.005512548,-0.001686057,-0.020662683,,-0.001984346,0.008515521,-0.021429391,-0.019973428,-0.013683224,,,11
2007/11/19,,,,,,,,-0.014015283,0.001665279,-0.059928701,,,,,,,,,,-0.010975008,,0.005638356,,,0.020367303,,,0.004202791,0.003705579,0.010958487,,0.002644921,0,0.001273345,-0.000229279,0.008004617,,,11
2007/11/20,,,,,,,,-0.02845469,-0.009473462,-0.044057622,,,,,,,,,,0.003749711,,-0.002144198,,,-0.02449102,,,0.010170905,-0.003030816,-0.024974679,,-0.039969397,-0.044207689,-0.042679498,-0.035238741,-0.020714204,,,11
2007/11/21,,,,,,,,-0.040052899,-0.005614838,0,,,,,,,,,,-0.011528183,,0.003214575,,,0.005245422,,,0.003108811,-0.000337325,0.031644547,,0.005711038,0.003833117,0.029872493,0.031563111,0.016147986,,,11
2007/11/22,,,,,,,,0.023224453,0.012311291,-0.018572952,,,,,,,,,,0.027539663,,-0.01237906,,,0.003729956,,,-0.002849374,0.001348618,0.014331756,,0.009070357,0.007038152,0.006637429,0.00527948,0.013636575,,,11
2007/11/23,,,,,,,,0.01765769,0.003331486,0.00780383,,,,,,,,,,0.015305838,,-0.00379816,,,0.015515642,,,0.009809062,0.001010271,-0.00487989,,0.002705141,0.002918006,0.007653099,-0.002980628,0.01289617,,,11
2007/11/26,,,,,,,,-0.014906657,-0.010027939,0.015973901,,,,,,,,,,-0.014615469,,0.003256448,,,0.018162504,,,0.003589747,0.005370943,0.006376616,,0.008295082,0.013601715,0.01262643,0.010734373,-0.002230899,,,11
2007/11/27,,,,,,,,-0.003853569,0.007252473,0.016903347,,,,,,,,,,0.018913632,,-0.002169787,,,-0.010130333,,,-0.012620902,-0.011109355,-0.02345483,,-0.012807725,-0.019739393,-0.013473888,-0.011883138,-0.006160759,,,11
2007/11/28,,,,,,,,0.020563003,-0.001668985,0.024303506,,,,,,,,,,-0.013636575,,0.004334875,,,-0.013545878,,,-0.004676548,-0.00237248,-0.002683022,,-0.021717621,-0.021933304,-0.015378347,-0.017391743,-0.007896262,,,11
2007/11/29,,,,,,,,0.027535268,0.006106042,0.026300175,,,,,,,,,,0.002514,,-0.007870851,,,0.021153232,,,0.013193827,0.005414565,0.018820059,,-0.00579443,-0.006614576,0.005794629,-0.003280228,0.00339175,,,12
2007/11/30,,,,,,,,0.018575311,-0.008248603,-0.021824717,,,,,,,,,,0.003418028,,-0.01482322,,,0.003242662,,,-0.011632547,-0.006093451,-0.005665738,,-0.01169057,-0.027214644,-0.007086897,-0.002584892,-0.008501043,,,12
2007/12/3,,,,,,,,-0.007770047,-0.002764724,-0.016954048,,,,,,,,,,-0.018597712,,-0.02011241,,,-0.001800181,,,-0.004691174,-0.006130809,-0.003795071,,0.00703073,0.000619771,0.007514797,0.001175779,0.003409094,,,12
2007/12/4,,,,,,,,-0.028482938,-0.0038835,-0.02817851,,,,,,,,,,0.005546582,,-0.010209958,,,-0.001442481,,,0.002608924,-0.000683527,-0.000190132,,0.003496915,-0.009024489,0.00448192,0.00702579,-0.001135074,,,12
2007/12/5,,,,,,,,0.025184038,0.00609589,0.000274763,,,,,,,,,,-0.001614578,,-0.002854698,,,-0.001806033,,,0.004160172,-0.003081667,-0.001141553,,0.010417967,0.028353209,-0.000852152,0.000699872,0.000567698,,,12
2007/12/6,,,,,,,,-0.012248622,-0.001658834,-0.014388737,,,,,,,,,,0.000461574,,0.005416977,,,-0.012368292,,,-0.012962438,-0.000686106,-0.002096237,,-0.015550969,-0.01407612,-0.008991711,-0.011257155,-0.016595517,,,12
2007/12/7,,,,,,,,0.004041119,0.001658834,0.012739026,,,,,,,,,,0.011014338,,0.006235848,,,-0.002932553,,,0.000767165,0.005816954,0.002096237,,0.024492906,0.026457374,0.016423532,0.009156068,0.005753756,,,12
2007/12/10,,,,,,,,0.005595398,-0.00221239,0.008494365,,,,,,,,,,0.026349909,,-0.003963765,,,-0.017391743,,,-0.002047084,-0.000341239,-0.002287022,,0.01450286,0.023725905,0.001902146,-0.004215463,0.004008021,,,12
2007/12/11,,,,,,,,-0.003143558,-0.001662511,0.003812641,,,,,,,,,,0.003771496,,0,,,0.010905233,,,0.016008473,0.000682361,0.003618707,,0.006055867,0.009334957,0.006943742,0.006316549,-0.00458191,,,12
2007/12/12,,,,,,,,-0.041062534,-0.003333336,-0.044464118,,,,,,,,,,-0.005996686,,-0.005978279,,,0.000722805,,,-0.005814705,-0.005129093,-0.001141335,,-0.011017537,-0.012270093,-0.006310496,-0.006786033,-0.003450262,,,12
2007/12/13,,,,,,,,0.012856673,0.004995847,0.030229002,,,,,,,,,,0.004888899,,0.002449981,,,-0.000361337,,,0.003796031,0.003422317,0.003420106,,0.013474266,0.019523071,0.015909902,0.022290219,0.003450262,,,12
2007/12/14,,,,,,,,-0.01449826,-0.000553863,-0.014720444,,,,,,,,,,-0.001330967,,0.00027185,,,-0.010170811,,,0.017526738,0,0.005297023,,0.00022304,0.003859289,0.005591813,0.000229595,-0.002874391,,,12
2007/12/17,,,,,,,,0.00182382,-0.007786469,-0.018069379,,,,,,,,,,0.000887508,,-0.014235116,,,-0.008432681,,,0.008649504,0.012224261,-0.004728141,,0.005559894,0.005613842,0.006997353,0.00845816,0.01030937,,,12
2007/12/18,,,,,,,,-0.026963776,0.002230899,-0.00399658,,,,,,,,,,0.002657809,,-0.023432034,,,0.000736106,,,-0.00468616,-0.004397098,0.000947418,,-0.016096927,-0.028086698,-0.013628128,-0.012138017,-0.017241806,,,12
2007/12/19,,,,,,,,0.021848675,0.002225933,0.013636575,,,,,,,,,,0.010342264,,0.001973778,,,-0.007014982,,,-0.008440964,0.005409073,-0.004746093,,0.001351352,0.002118966,0.015676889,0.012138017,0.001158749,,,12
2007/12/20,,,,,,,,0.025674887,0.001111111,0.027825947,,,,,,,,,,-0.005487886,,-0.003386008,,,0.005910619,,,0.008440964,-0.001687195,0.005503382,,0.003370411,0,-0.000819001,-0.004105845,-0.000579207,,,12
2007/12/21,,,,,,,,0.037317109,0,0.02546873,,,,,,,,,,0.003515714,,-0.000282686,,,-0.00221239,,,-0.001236859,0.000675219,-0.005503382,,0.003359089,-0.003635266,0.005515283,0.007741387,-0.000579542,,,12
2007/12/24,,,,,,,,0.030039588,0.023595059,0.027639283,,,,,,,,,,0.034705498,,0.025953738,,,0.005154651,,,0.002472189,0.001686057,0.017168613,,0.003347844,0.005447955,0.009730464,0.019984947,-0.003484324,,,12
2007/12/25,,,,,,,,-0.008417124,-0.021681066,-0.004729383,,,,,,,,,,-0.012793351,,0.01639381,,,-0.005154651,,,-0.009427011,-0.002023609,0.011530721,,0.00732604,0.003314754,0.00643477,0.002220743,-0.001746725,,,12
2007/12/26,,,,,,,,0.015066198,0.001642486,0.013861867,,,,,,,,,,0.006203892,,-0.005979904,,,0.00625577,,,0.011646768,0.001686625,0.014684552,,0.028349042,0.018480407,0.024746388,0.025190249,0.006389798,,,12
2007/12/27,,,,,,,,-0.009732852,0.001093494,0.006214417,,,,,,,,,,-0.005560322,,0,,,0.002930405,,,-0.019654819,-0.003714338,-0.001458789,,-0.002367884,-0.004736539,-0.004114829,0.005823375,-0.016934711,,,12
2007/12/28,,,,,,,,-0.024315196,-0.006578971,-0.021921546,,,,,,,,,,-0.005591412,,0.00081755,,,-0.000365831,,,-0.007060039,0.001690046,0.003642991,,0.018364813,0.012385885,0.027881767,-0.000215077,-0.002358492,,,12
2008/1/2,,,,,,,,0.001054296,-0.003305788,0.000263817,,,,,,,,,,-0.001726743,,-0.003274218,,,-0.002931479,,,0.000758821,0.002698147,0.009950331,,-0.006581066,-0.001173021,0.001335751,-0.000215123,-0.007703742,,,12
2008/1/3,,,,,,,,0.016891999,0.00165426,0.037789175,,,,,,,,,,0.004096158,,0.008707538,,,0.009132484,,,-0.00761425,0.009720204,0.030144126,,0.019196877,0.009927089,0.000762486,0.013675427,0.001189061,,,12
2008/1/4,,,,,,,,0.03211558,0.01476647,0.023843519,,,,,,,,,,0.03509132,,0.00135373,,,0.006885333,,,0.016675475,0.001000167,-0.007891317,,-0.002091613,-0.0014537,-0.006691546,0.001060558,0.006514681,,,12
2008/1/7,,,,,,,,-0.011774737,-0.008724156,0.01281437,,,,,,,,,,-0.030155158,,-0.001895735,,,-0.001084011,,,0.004500008,0.004322534,-0.014184635,,-0.002305839,0.000290909,0.006882076,0.001482894,0.004123717,,,12
2008/1/8,,,,,,,,0.012276283,0.003280484,0.019159068,,,,,,,,,,0.018874487,,0.011856781,,,0.001445087,,,-0.000998253,-0.004322534,0.017699577,,-0.015438606,-0.007005283,-0.0088022,0.002325828,-0.001176471,,,12
2008/1/9,,,,,,0,,0.034012972,0.000545703,0.012650843,,,,,,,,,,0.00272737,,0.00534332,,,0.004682162,,,-0.00224972,0.001997338,-0.017521022,,0.009756175,0.010489607,0.01279498,0.011131061,0.001764187,,,12
2008/1/10,,,,,,-0.037320147,,-0.01710836,-0.002731496,-0.039182763,,,,,,,,,,-0.008375087,,-0.012602392,,,-0.004682162,,,0.010703276,-0.008684089,0.034912764,,-0.008265386,-0.006980831,-0.004564481,0.005623258,-0.001175779,,,12
2008/1/11,,,,,,0.013757661,,0.027074686,0.002731496,0.00639294,,,,,,,,,,0.007561086,,-0.013857035,,,0.003603608,,,-0.011955311,-0.008760164,0.016269242,,0.017927297,0.010741866,0.030043566,0.021775717,-0.001177163,,,12
2008/1/14,,,,,,0.009128315,,-0.003846159,-0.003826187,-0.017804625,,,,,,,,,,0.010329206,,0.010343043,,,0.017472365,,,-0.004268682,0.011774737,0.011236073,,0.00894814,0.030990398,0.014507646,0.028644923,0.001765226,,,12
2008/1/15,,,,,,0.016670807,,-0.018310485,-0.003291281,-0.035037857,,,,,,,,,,-0.00545511,,-0.00216861,,,0.002471316,,,-0.004792543,-0.002679171,-0.005415007,,-0.008112369,-0.017509626,0.000728996,0.012168943,-0.016438726,,,12
2008/1/16,,,,,,-0.035983777,,-0.027017472,-0.001649712,-0.019306626,,,,,,,,,,-0.034628357,,0.002710029,,,-0.014204784,,,-0.035253876,-0.004705891,-0.009594655,,-0.003976148,-0.022472856,-0.000911328,-0.017912102,-0.006651909,,,12
2008/1/17,,,,,,0.002682951,,0.015374634,0.002199011,0.016978337,,,,,,,,,,0.001467044,,0.024329498,,,-0.004301082,,,-0.004199481,0.003699348,0.012585871,,0.001047889,0.000582581,0.020931836,0.017131462,0.000556019,,,12
2008/1/18,,,,,,-0.008210265,,-0.006655599,0,-0.00597482,,,,,,,,,,-0.013069326,,-0.005031124,,,-0.002157498,,,0.004199481,-0.005047966,-0.016373754,,-0.028685702,-0.037381985,-0.035072187,-0.03113169,-0.011741818,,,12
2008/1/21,,,,,,-0.002331547,,0.010958104,-0.0005493,-0.004413872,,,,,,,,,,-0.002336698,,-0.017405715,,,0.004310352,,,-0.010531956,-0.002026343,0.018425037,,0.020694072,0.009926386,0.00608465,0.004020106,-0.022178902,,,12
2008/1/22,,,,,,-0.03699723,,-0.033582739,-0.003853569,-0.025564708,,,,,,,,,,-0.030665327,,-0.003246756,,,-0.010810916,,,-0.018971845,-0.012929748,-0.027000602,,-0.040065665,-0.040310801,-0.042048236,-0.040320616,-0.008663063,,,12
2008/1/23,,,,,,0.029076118,,0.005279753,0.01206155,-0.012355784,,,,,,,,,,0.015666117,,0.006483005,,,0.007220248,,,0.007792596,0.011237986,0.008575565,,0.011146438,0.016994075,0.008400202,-0.0096538,0.005783706,,,13
2008/1/24,,,,,,0.019524862,,0.018179258,0.008681552,0.016086138,,,,,,,,,,0.007099094,,0.003762434,,,0.001796946,,,0.004273511,-0.006114149,-0.011450507,,-0.006979309,-0.013572078,-0.008783711,-0.012947225,-0.00230947,,,13
2008/1/25,,,,,,0.014204133,,0.005323586,0.006998683,-0.000532056,,,,,,,,,,0.016582013,,-0.002148229,,,0.001435235,,,0.00292748,0.000681199,0.012398824,,0.013262506,0.018766894,0.031712737,0.023644758,0.005188827,,,13
2008/1/28,,,,,,0.002408381,,-0.020619287,-0.000532056,-0.015554081,,,,,,,,,,-0.013371737,,-0.001883493,,,-0.005392787,,,0.015557334,-0.000340541,0.002839567,,-0.002162163,0.000913938,-0.010835152,-0.002506791,0.00344432,,,13
2008/1/29,,,,,,0.010070306,,0.02525429,0.023666632,0.036879096,,,,,,,,,,0.011261141,,0.003763445,,,0.001800829,,,0.001568628,0.001021277,0.015568166,,0.011620531,0.0103,0.02192174,0.015977101,0.004003437,,,13
2008/1/30,,,,,,-0.01111474,,-0.00033036,0.007766024,0.019858809,,,,,,,,,,-0.003386247,,-0.0029558,,,-0.001800829,,,-0.003926193,-0.003066964,-0.002795641,,-0.002570696,-0.017328295,0.001652438,0.001439885,0.000570613,,,13
2008/1/31,,,,,,-0.003413361,,0.009863634,0.007194276,0.017717497,,,,,,,,,,0.001694557,,-0.003504519,,,0,,,0.007316468,0.000682361,0.014268749,,0.000214477,0.003061852,0.00567092,0.002873565,-0.00514728,,,13
2008/2/1,,,,,,-0.002739102,,0.001307831,0.000511902,0.027466777,,,,,,,,,,0.011782169,,0.001349346,,,0.001440922,,,0.009586807,-0.000682361,0.007332755,,0.013208543,0.007310419,0.004731583,0.004090822,0.009132484,,,13
2008/2/4,,,,,,-0.014504686,,0.014435414,0.001023018,0.037369618,,,,,,,,,,0.00853905,,0.002424244,,,0.00645858,,,-0.00206505,0.004427046,0.019892157,,0.011991308,0.011466631,0.004889985,0.012173005,0.009049836,,,13
2008/2/5,,,,,,-0.001578239,,0.006740517,-0.006668401,-0.017074164,,,,,,,,,,0.001036377,,0.000806777,,,0.001429593,,,-0.000775494,0.003053437,0.027897289,,0.010608524,0.011929757,0.035321801,0.030777769,0.00224972,,,13
2008/2/13,,,,,,-0.007320233,,0.017912819,-0.019751162,-0.040762202,,,,,,,,,,-0.004360019,,0.010961211,,,0.004987542,,,0.036312229,-0.006116227,0.019485055,,-0.005186196,-0.005350786,0.009891621,0.003903206,0.001122965,,,13
2008/2/14,,,,,,0.011214897,,0.010160306,0.03405902,-0.001995013,,,,,,,,,,-0.008147961,,-0.00372936,,,-0.006774852,,,0.009184625,0.009160369,0.020619287,,0.014249079,0.036293126,0.021186509,0.016803872,0.007825641,,,13
2008/2/15,,,,,,0.000693882,,-0.002959273,-0.010198967,-0.018899391,,,,,,,,,,-0.001259446,,0.008503905,,,-0.003225231,,,0.02994017,0.000675219,0.019382699,,0.006539978,0.001436163,0.019752902,0.026088436,-0.007825641,,,13
2008/2/18,,,,,,-0.003567048,,0.018085353,0.00255951,0.013392493,,,,,,,,,,0.017283095,,0.003697838,,,0,,,0.028370697,0.004713813,0.022709816,,0.023554184,0.031641058,0.028594383,0.008547061,0.02055057,,,13
2008/2/19,,,,,,0.013368567,,0.010329729,-0.008213599,-0.025420789,,,,,,,,,,-0.00268734,,-0.014811302,,,0.001793079,,,0.012739026,-0.002625535,0.002402885,,0.002384739,-0.006416538,0.002734659,0.000924642,-0.006618888,,,13
2008/2/20,,,,,,0.006526872,,0.000604321,-0.003614773,0.010245991,,,,,,,,,,-0.004980297,,0.0064111,,,0.00035823,,,0.023203953,0.004590172,0.015715856,,-0.010977059,-0.01409268,-0.006284768,0.003690041,-0.004993076,,,13
2008/2/21,,,,,,0.017005755,,0.020036555,0.007216526,0.042040764,,,,,,,,,,0.03072753,,0.013204864,,,0.006070363,,,0.02038916,0.001307617,0.03604133,,0.022816187,0.020509217,0.026008646,0.019694291,0.003885656,,,13
2008/2/22,,,,,,-0.005066935,,0.007521605,0.00962764,0.01882295,,,,,,,,,,-0.008305527,,-0.000757098,,,0.005679816,,,-0.013690053,0.009753003,0.020005179,,-0.005113089,-0.013438052,0.000157493,-0.001988252,-0.008903787,,,13
2008/2/25,,,,,,0.014858717,,0.028105573,0.00452831,0.041672696,,,,,,,,,,0.001829083,,-0.001515917,,,0.006351468,,,-0.026848715,-0.004214628,0.035979312,,0.027036559,0.020089961,0.037705332,0.040076285,0.011670041,,,13
2008/2/26,,,,,,-0.028527799,,-0.048290289,-0.013901399,-0.065624489,,,,,,,,,,-0.035548277,,0,,,-0.006351468,,,-0.000885348,-0.004232466,-0.001437608,,-0.019932806,-0.02291243,-0.012206438,-0.013474699,-0.009436651,,,13
2008/2/27,,,,,,0.023643893,,0.021065903,0.01239424,0.014825888,,,,,,,,,,-0.010150225,,0.01754431,,,0.01091368,,,0.004198437,0.003582482,0.041977994,,0.011710982,0.003386008,0.030985627,0.034969809,-0.002792518,,,13
2008/2/28,,,,,,-0.005265754,,0.010659369,0.015465512,0.045510624,,,,,,,,,,0.001486673,,0.011363759,,,0.021476406,,,-0.002649593,-0.002604168,-0.008033284,,0.000211663,-0.003668693,0.00789318,-0.006485771,0.001117943,,,13
2008/2/29,,,,,,0.008598275,,-0.00072648,-0.001982161,0.018273693,,,,,,,,,,0.009925116,,0.000982077,,,-0.00343289,,,0.017967179,0.006497749,0.034040605,,0.014706147,0.026779843,0.034768024,0.039615788,0.011663559,,,13
2008/3/3,,,,,,0.013307679,,0.007818195,0.013059198,0.029659884,,,,,,,,,,0.008935884,,0.003429695,,,0.020085782,,,0.033315061,0.028098911,0.033569955,,0.036449571,0.030095805,0.03289345,0.029194419,0.036328202,,,13
2008/3/4,,,,,,-0.005486681,,0.00115307,0.011923733,-0.003742437,,,,,,,,,,-0.03288418,,-0.006871193,,,-0.020085782,,,-0.037885751,0.033439648,-0.026204673,,-0.033118317,-0.037555434,-0.023446392,-0.000159859,-0.01070674,,,13
2008/3/5,,,,,,-0.010842013,,-0.023023019,0.011065785,-0.023204968,,,,,,,,,,-0.015582543,,0.000984494,,,-0.002410055,,,-0.019383867,-0.017199441,-0.023489201,,-0.02419388,-0.010874218,-0.02504708,-0.033818863,0.002150538,,,13
2008/3/6,,,,,,0.014137633,,0.023023019,0.020130934,0.023645982,,,,,,,,,,-0.003188439,,0.004663157,,,0.008580797,,,-0.009834679,-0.00652683,-0.018333962,,0.010801757,0.028194239,-0.031337304,0.005935714,-0.001074691,,,13
2008/3/7,,,,,,-0.001624482,,-0.004041576,-0.000234494,-0.02116599,,,,,,,,,,-0.003839595,,0.000978953,,,0.018622512,,,-0.026401169,-0.023983478,-0.036120349,,-0.023445234,-0.021209995,-0.026990936,-0.043510684,-0.013532006,,,13
2008/3/10,,,,,,-0.010512929,,-0.011199303,-0.029753474,-0.038797475,,,,,,,,,,0.004903538,,-0.010079987,,,-0.017256392,,,0.010781157,-0.005765551,-0.061264882,,-0.041388254,-0.040624816,-0.040756483,-0.039756571,-0.013165303,,,13
2008/3/11,,,,,,-0.002667854,,-0.009847952,-0.011909243,-0.000702494,,,,,,,,,,-0.007257236,,0.009590631,,,0.014232704,,,-0.000684697,0.010226999,0.030506745,,0.030546864,0.025759867,-0.00360952,0.00907076,0.014798845,,,13
2008/3/12,,,,,,-0.001514949,,-0.016681948,-0.03888825,-0.023943303,,,,,,,,,,-0.027803702,,-0.004660869,,,-0.012187016,,,-0.038399133,-0.01215626,-0.032195027,,-0.037765483,-0.02546997,-0.040075779,-0.029284406,-0.014246816,,,13
